RequestID;SubmitTime;Duration;DataProcessed;Submitter;Status;SessionID;DataProcessedGB
55184873;7/21/21, 10:58:52 PM;1 sec;32.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.032
55184186;7/21/21, 10:58:50 PM;1 sec;68.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.068
55182610;7/21/21, 10:58:48 PM;1 sec;57.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.057
55179638;7/21/21, 10:58:47 PM;1 sec;40.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.04
55179313;7/21/21, 10:58:45 PM;2 sec;111.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.111
55176915;7/21/21, 10:58:43 PM;1 sec;83.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.083
55176370;7/21/21, 10:58:42 PM;0 sec;16.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.016
55173931;7/21/21, 10:58:33 PM;8 sec;101.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.101
55172846;7/21/21, 10:58:30 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55173133;7/21/21, 10:58:30 PM;2 sec;37.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.037
55172494;7/21/21, 10:58:28 PM;1 sec;28.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.028
55172282;7/21/21, 10:58:25 PM;2 sec;19.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.019
55171947;7/21/21, 10:58:24 PM;1 sec;55.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.055
55171229;7/21/21, 10:58:18 PM;5 sec;111.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.111
55170491;7/21/21, 10:58:17 PM;0 sec;35.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.035
55168404;7/21/21, 10:58:05 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55168747;7/21/21, 10:58:05 PM;2 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55169629;7/21/21, 10:58:05 PM;11 sec;208.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.208
55167828;7/21/21, 10:58:04 PM;0 sec;15.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.015
55167064;7/21/21, 10:58:01 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55167313;7/21/21, 10:58:01 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55167585;7/21/21, 10:58:01 PM;2 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55166182;7/21/21, 10:57:59 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55166449;7/21/21, 10:57:59 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55166889;7/21/21, 10:57:59 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55165940;7/21/21, 10:57:57 PM;2 sec;47.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.047
55163712;7/21/21, 10:57:48 PM;8 sec;19.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.019
55161855;7/21/21, 10:57:46 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55162293;7/21/21, 10:57:46 PM;2 sec;130.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.13
55156220;7/21/21, 10:57:28 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55156569;7/21/21, 10:57:28 PM;17 sec;43.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.043
55155761;7/21/21, 10:57:26 PM;1 sec;20.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.02
55155610;7/21/21, 10:57:24 PM;2 sec;11.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.011
55155610;7/21/21, 10:57:24 PM;2 sec;11.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.011
55155136;7/21/21, 10:57:23 PM;1 sec;15.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.015
55154787;7/21/21, 10:57:21 PM;1 sec;20.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.02
55154632;7/21/21, 10:57:20 PM;1 sec;31.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.031
55152169;7/21/21, 10:57:15 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55152430;7/21/21, 10:57:15 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55152679;7/21/21, 10:57:15 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55152937;7/21/21, 10:57:15 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55153224;7/21/21, 10:57:15 PM;3 sec;20.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.02
55151956;7/21/21, 10:57:13 PM;2 sec;69.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.069
55151542;7/21/21, 10:57:11 PM;1 sec;39.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.039
55150769;7/21/21, 10:56:59 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55151214;7/21/21, 10:56:59 PM;12 sec;91.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.091
55149889;7/21/21, 10:56:56 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55150281;7/21/21, 10:56:56 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55150534;7/21/21, 10:56:56 PM;2 sec;43.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.043
55149667;7/21/21, 10:56:55 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55149440;7/21/21, 10:56:53 PM;2 sec;65.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.065
55148827;7/21/21, 10:56:52 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55148673;7/21/21, 10:56:50 PM;0 sec;20.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.02
55145644;7/21/21, 10:56:47 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55147118;7/21/21, 10:56:47 PM;3 sec;14.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.014
55143818;7/21/21, 10:56:45 PM;1 sec;80.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.08
55141706;7/21/21, 10:56:40 PM;4 sec;32.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.032
55141327;7/21/21, 10:56:38 PM;1 sec;50.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.05
55140337;7/21/21, 10:56:37 PM;1 sec;41.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.041
55139577;7/21/21, 10:56:34 PM;2 sec;23.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.023
55137034;7/21/21, 10:56:31 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55137328;7/21/21, 10:56:31 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55137618;7/21/21, 10:56:31 PM;2 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55136858;7/21/21, 10:56:28 PM;2 sec;41.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.041
55136272;7/21/21, 10:56:26 PM;1 sec;65.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.065
55135750;7/21/21, 10:56:23 PM;2 sec;25.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.025
55135280;7/21/21, 10:56:21 PM;2 sec;239.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.239
55134993;7/21/21, 10:56:18 PM;2 sec;37.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.037
55133455;7/21/21, 10:56:12 PM;6 sec;38.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.038
55132959;7/21/21, 10:56:09 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55133245;7/21/21, 10:56:09 PM;3 sec;39.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.039
55132572;7/21/21, 10:56:06 PM;2 sec;116.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.116
55131409;7/21/21, 10:56:04 PM;0 sec;11.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.011
55131808;7/21/21, 10:56:04 PM;1 sec;54.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.054
55130904;7/21/21, 10:55:59 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55131180;7/21/21, 10:55:59 PM;4 sec;65.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.065
55130721;7/21/21, 10:55:58 PM;0 sec;14.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.014
55129874;7/21/21, 10:55:55 PM;1 sec;11.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.011
55130303;7/21/21, 10:55:55 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55130558;7/21/21, 10:55:55 PM;3 sec;25.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.025
55129258;7/21/21, 10:55:50 PM;4 sec;55.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.055
55123119;7/21/21, 10:55:44 PM;0 sec;11.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.011
55123515;7/21/21, 10:55:44 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55124287;7/21/21, 10:55:44 PM;2 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55124684;7/21/21, 10:55:44 PM;6 sec;32.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.032
55120727;7/21/21, 10:55:37 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55121075;7/21/21, 10:55:37 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55121372;7/21/21, 10:55:37 PM;2 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55121645;7/21/21, 10:55:37 PM;6 sec;48.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.048
55118808;7/21/21, 10:55:35 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55119178;7/21/21, 10:55:35 PM;1 sec;11.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.011
55116959;7/21/21, 10:55:28 PM;6 sec;146.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.146
55114267;7/21/21, 10:55:22 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55114714;7/21/21, 10:55:22 PM;2 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55115367;7/21/21, 10:55:22 PM;6 sec;61.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.061
55112360;7/21/21, 10:55:19 PM;1 sec;15.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.015
55113117;7/21/21, 10:55:19 PM;1 sec;11.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.011
55113505;7/21/21, 10:55:19 PM;2 sec;11.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.011
55113911;7/21/21, 10:55:19 PM;3 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55108009;7/21/21, 10:55:11 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55108989;7/21/21, 10:55:11 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55109546;7/21/21, 10:55:11 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55109806;7/21/21, 10:55:11 PM;2 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55110078;7/21/21, 10:55:11 PM;2 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55110315;7/21/21, 10:55:11 PM;2 sec;12.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.012
55110936;7/21/21, 10:55:11 PM;7 sec;141.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.141
55102114;7/21/21, 10:55:02 PM;2 sec;22.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.022
55103161;7/21/21, 10:55:02 PM;4 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55104912;7/21/21, 10:55:02 PM;8 sec;29.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.029
55084753;7/21/21, 10:54:32 PM;2 sec;21.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.021
55086943;7/21/21, 10:54:32 PM;4 sec;21.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.021
55088584;7/21/21, 10:54:32 PM;9 sec;24.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.024
55090336;7/21/21, 10:54:32 PM;10 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55090595;7/21/21, 10:54:32 PM;10 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55090840;7/21/21, 10:54:32 PM;11 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55091171;7/21/21, 10:54:32 PM;30 sec;61.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.061
55082827;7/21/21, 10:54:24 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55083127;7/21/21, 10:54:24 PM;1 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55083443;7/21/21, 10:54:24 PM;2 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55083743;7/21/21, 10:54:24 PM;3 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55084032;7/21/21, 10:54:24 PM;3 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55084338;7/21/21, 10:54:24 PM;7 sec;62.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.062
55079395;7/21/21, 10:54:12 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55080674;7/21/21, 10:54:12 PM;11 sec;169.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.169
55077698;7/21/21, 10:54:08 PM;1 sec;11.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.011
55078121;7/21/21, 10:54:08 PM;4 sec;20.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.02
55071134;7/21/21, 10:54:03 PM;4 sec;22.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.022
55070503;7/21/21, 10:53:59 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55070821;7/21/21, 10:53:59 PM;3 sec;13.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.013
55070344;7/21/21, 10:53:59 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55070214;7/21/21, 10:53:58 PM;0 sec;46.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.046
55070143;7/21/21, 10:53:57 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55070065;7/21/21, 10:53:57 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55069976;7/21/21, 10:53:57 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55069976;7/21/21, 10:53:57 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55069895;7/21/21, 10:53:56 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55069809;7/21/21, 10:53:56 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55069727;7/21/21, 10:53:54 PM;1 sec;121.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.121
55069636;7/21/21, 10:53:53 PM;0 sec;17.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.017
55069558;7/21/21, 10:53:53 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55069472;7/21/21, 10:53:53 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55069392;7/21/21, 10:53:52 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55069306;7/21/21, 10:53:52 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55067948;7/21/21, 10:53:51 PM;0 sec;38.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.038
55067584;7/21/21, 10:53:51 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55067397;7/21/21, 10:53:50 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55067311;7/21/21, 10:53:50 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55066075;7/21/21, 10:53:49 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55064318;7/21/21, 10:53:48 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55063658;7/21/21, 10:53:47 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55060885;7/21/21, 10:53:41 PM;5 sec;98.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.098
55060706;7/21/21, 10:53:41 PM;0 sec;12.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.012
55060520;7/21/21, 10:53:40 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
55060313;7/21/21, 10:53:40 PM;0 sec;10.00 MB;benchmark_admin_1gb_parquet;Completed;N/A;0.01
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
